,User ID,Technique,Skill,Training,Background,Error rate
65,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Interval,Expert,Untrained,Music,0.0
66,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Interval,Expert,Trained,No-Music,0.0
67,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Interval,Expert,Trained,Music,0.0
68,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Melody,Expert,Untrained,No-Music,0.0
69,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Melody,Expert,Untrained,Music,0.0
70,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Melody,Expert,Trained,No-Music,7.142857142857142
71,iBaEkIBcrjVxmQYt2ynpOaMNNJi2,Melody,Expert,Trained,Music,0.0
72,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Pitch,Novice,Untrained,No-Music,71.42857142857143
73,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Pitch,Novice,Untrained,Music,92.3076923076923
74,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Pitch,Novice,Trained,No-Music,64.28571428571429
75,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Pitch,Novice,Trained,Music,50.0
76,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Untrained,No-Music,100.0
77,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Untrained,Music,100.0
78,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Trained,No-Music,85.71428571428571
79,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Interval,Novice,Trained,Music,35.714285714285715
80,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Untrained,No-Music,42.857142857142854
81,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Untrained,Music,57.14285714285714
82,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Trained,No-Music,50.0
83,CwOYmTC4P7QRzjbBXgVwRf11ccL2,Melody,Novice,Trained,Music,57.14285714285714
84,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Untrained,No-Music,100.0
85,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Untrained,Music,35.714285714285715
86,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Trained,No-Music,21.428571428571427
87,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Pitch,Novice,Trained,Music,21.428571428571427
88,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Untrained,No-Music,92.85714285714286
89,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Untrained,Music,14.285714285714285
90,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Trained,No-Music,21.428571428571427
91,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Interval,Novice,Trained,Music,7.6923076923076925
92,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Untrained,No-Music,64.28571428571429
93,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Untrained,Music,50.0
94,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Trained,No-Music,64.28571428571429
95,Jb1TNhPukqh2nEWGQvpAF4R5uQt2,Melody,Novice,Trained,Music,53.84615384615385
96,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Untrained,No-Music,100.0
97,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Untrained,Music,50.0
98,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Trained,No-Music,0.0
99,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Pitch,Intermediate,Trained,Music,14.285714285714285
100,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Untrained,No-Music,100.0
101,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Untrained,Music,21.428571428571427
102,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Trained,No-Music,14.285714285714285
103,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Interval,Intermediate,Trained,Music,21.428571428571427
104,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Untrained,No-Music,57.14285714285714
105,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Untrained,Music,7.142857142857142
106,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Trained,No-Music,21.428571428571427
107,AzKqvJ3VNkYN9LgIoPiu8fehW6u2,Melody,Intermediate,Trained,Music,50.0
108,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Untrained,No-Music,92.85714285714286
109,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Untrained,Music,84.61538461538461
110,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Trained,No-Music,42.857142857142854
111,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Pitch,Novice,Trained,Music,14.285714285714285
112,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Untrained,No-Music,21.428571428571427
113,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Untrained,Music,35.714285714285715
114,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Trained,No-Music,35.714285714285715
115,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Interval,Novice,Trained,Music,64.28571428571429
116,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Untrained,No-Music,64.28571428571429
117,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Untrained,Music,84.61538461538461
118,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Trained,No-Music,85.71428571428571
119,ICcwW9AMMqRnyMVdYdPQ0XCk1YY2,Melody,Novice,Trained,Music,35.714285714285715
120,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Untrained,No-Music,50.0
121,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Untrained,Music,50.0
122,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Trained,No-Music,0.0
123,tXVIQHITYldhMqhRtVFNjfTRm333,Pitch,Intermediate,Trained,Music,21.428571428571427
124,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Untrained,No-Music,21.428571428571427
125,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Untrained,Music,28.57142857142857
126,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Trained,No-Music,57.14285714285714
127,tXVIQHITYldhMqhRtVFNjfTRm333,Interval,Intermediate,Trained,Music,46.15384615384615
128,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Untrained,No-Music,30.76923076923077
129,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Untrained,Music,57.14285714285714
130,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Trained,No-Music,35.714285714285715
131,tXVIQHITYldhMqhRtVFNjfTRm333,Melody,Intermediate,Trained,Music,14.285714285714285
132,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Untrained,No-Music,85.71428571428571
133,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Untrained,Music,61.53846153846154
134,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Trained,No-Music,14.285714285714285
135,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Pitch,Novice,Trained,Music,14.285714285714285
136,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Untrained,No-Music,57.14285714285714
137,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Untrained,Music,78.57142857142857
138,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Trained,No-Music,28.57142857142857
139,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Interval,Novice,Trained,Music,50.0
140,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Untrained,No-Music,50.0
141,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Untrained,Music,92.3076923076923
142,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Trained,No-Music,14.285714285714285
143,zbCoKgaBbNbDxw5BKsiA1NCxAaL2,Melody,Novice,Trained,Music,21.428571428571427
144,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Untrained,No-Music,35.714285714285715
145,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Untrained,Music,92.85714285714286
146,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Trained,No-Music,14.285714285714285
147,zNuGxejsczPIjpf2emxu6MomGm82,Pitch,Intermediate,Trained,Music,0.0
148,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Untrained,No-Music,53.84615384615385
149,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Untrained,Music,28.57142857142857
150,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Trained,No-Music,0.0
151,zNuGxejsczPIjpf2emxu6MomGm82,Interval,Intermediate,Trained,Music,7.142857142857142
152,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Untrained,No-Music,14.285714285714285
153,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Untrained,Music,61.53846153846154
154,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Trained,No-Music,0.0
155,zNuGxejsczPIjpf2emxu6MomGm82,Melody,Intermediate,Trained,Music,0.0
156,Z31kMWcmwlZPIBzuenXuPOjxaet2,Pitch,Novice,Untrained,No-Music,57.14285714285714
157,Z31kMWcmwlZPIBzuenXuPOjxaet2,Pitch,Novice,Untrained,Music,57.14285714285714
158,Z31kMWcmwlZPIBzuenXuPOjxaet2,Pitch,Novice,Trained,No-Music,21.428571428571427
159,Z31kMWcmwlZPIBzuenXuPOjxaet2,Pitch,Novice,Trained,Music,64.28571428571429
160,Z31kMWcmwlZPIBzuenXuPOjxaet2,Interval,Novice,Untrained,No-Music,38.46153846153847
161,Z31kMWcmwlZPIBzuenXuPOjxaet2,Interval,Novice,Untrained,Music,50.0
162,Z31kMWcmwlZPIBzuenXuPOjxaet2,Interval,Novice,Trained,No-Music,7.142857142857142
163,Z31kMWcmwlZPIBzuenXuPOjxaet2,Interval,Novice,Trained,Music,57.14285714285714
164,Z31kMWcmwlZPIBzuenXuPOjxaet2,Melody,Novice,Untrained,No-Music,71.42857142857143
165,Z31kMWcmwlZPIBzuenXuPOjxaet2,Melody,Novice,Untrained,Music,69.23076923076923
166,Z31kMWcmwlZPIBzuenXuPOjxaet2,Melody,Novice,Trained,No-Music,28.57142857142857
167,Z31kMWcmwlZPIBzuenXuPOjxaet2,Melody,Novice,Trained,Music,28.57142857142857
168,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Pitch,Expert,Untrained,No-Music,14.285714285714285
169,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Pitch,Expert,Untrained,Music,14.285714285714285
170,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Pitch,Expert,Trained,No-Music,21.428571428571427
171,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Pitch,Expert,Trained,Music,0.0
172,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Interval,Expert,Untrained,No-Music,14.285714285714285
173,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Interval,Expert,Untrained,Music,14.285714285714285
174,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Interval,Expert,Trained,No-Music,50.0
175,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Interval,Expert,Trained,Music,35.714285714285715
176,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Melody,Expert,Untrained,No-Music,21.428571428571427
177,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Melody,Expert,Untrained,Music,7.6923076923076925
178,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Melody,Expert,Trained,No-Music,7.142857142857142
179,Euyc6QBkmbPLaF9bpk2JwVVgGB43,Melody,Expert,Trained,Music,7.142857142857142
180,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Pitch,Intermediate,Untrained,No-Music,64.28571428571429
181,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Pitch,Intermediate,Untrained,Music,30.76923076923077
182,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Pitch,Intermediate,Trained,No-Music,21.428571428571427
183,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Pitch,Intermediate,Trained,Music,21.428571428571427
184,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Interval,Intermediate,Untrained,No-Music,28.57142857142857
185,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Interval,Intermediate,Untrained,Music,7.6923076923076925
186,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Interval,Intermediate,Trained,No-Music,14.285714285714285
187,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Interval,Intermediate,Trained,Music,21.428571428571427
188,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Untrained,No-Music,28.57142857142857
189,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Untrained,Music,23.076923076923077
190,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Trained,No-Music,28.57142857142857
191,2J4nDRlVNcgNjIwp2I4uTCLJXNW2,Melody,Intermediate,Trained,Music,28.57142857142857
192,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Untrained,No-Music,69.23076923076923
193,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Untrained,Music,71.42857142857143
194,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Trained,No-Music,0.0
195,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Pitch,Expert,Trained,Music,0.0
196,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Untrained,No-Music,7.6923076923076925
197,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Untrained,Music,7.142857142857142
198,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Trained,No-Music,14.285714285714285
199,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Interval,Expert,Trained,Music,7.142857142857142
200,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Untrained,No-Music,21.428571428571427
201,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Untrained,Music,7.142857142857142
202,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Trained,No-Music,0.0
203,wZ6tGHxzM8hz5kkiAtfI7acaBe12,Melody,Expert,Trained,Music,7.142857142857142
204,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Untrained,No-Music,71.42857142857143
205,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Untrained,Music,21.428571428571427
206,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Trained,No-Music,28.57142857142857
207,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Pitch,Intermediate,Trained,Music,0.0
208,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Untrained,No-Music,57.14285714285714
209,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Untrained,Music,69.23076923076923
210,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Trained,No-Music,14.285714285714285
211,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Interval,Intermediate,Trained,Music,35.714285714285715
212,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Untrained,No-Music,7.142857142857142
213,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Untrained,Music,46.15384615384615
214,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Trained,No-Music,7.142857142857142
215,afuxcE0uc6NrDO8XASgRVK4zPBZ2,Melody,Intermediate,Trained,Music,14.285714285714285
216,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Untrained,No-Music,85.71428571428571
217,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Untrained,Music,38.46153846153847
218,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Trained,No-Music,85.71428571428571
219,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Pitch,Novice,Trained,Music,57.14285714285714
220,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Untrained,No-Music,85.71428571428571
221,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Untrained,Music,64.28571428571429
222,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Trained,No-Music,0.0
223,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Interval,Novice,Trained,Music,21.428571428571427
224,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Untrained,No-Music,28.57142857142857
225,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Untrained,Music,64.28571428571429
226,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Trained,No-Music,78.57142857142857
227,NXZSUcmsVQWmtQhsDAc8nA9qZZs1,Melody,Novice,Trained,Music,84.61538461538461
228,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Untrained,No-Music,100.0
229,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Untrained,Music,64.28571428571429
230,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Trained,No-Music,78.57142857142857
231,mNy8hOQrzjaIYD6r1OPQJQBafA32,Pitch,Novice,Trained,Music,92.85714285714286
232,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Untrained,No-Music,100.0
233,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Untrained,Music,100.0
234,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Trained,No-Music,42.857142857142854
235,mNy8hOQrzjaIYD6r1OPQJQBafA32,Interval,Novice,Trained,Music,28.57142857142857
236,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Untrained,No-Music,35.714285714285715
237,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Untrained,Music,78.57142857142857
238,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Trained,No-Music,14.285714285714285
239,mNy8hOQrzjaIYD6r1OPQJQBafA32,Melody,Novice,Trained,Music,21.428571428571427
240,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Untrained,No-Music,28.57142857142857
241,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Untrained,Music,35.714285714285715
242,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Trained,No-Music,0.0
243,RIneOAfWA6POfHcHOoYEDG1BF6T2,Pitch,Expert,Trained,Music,0.0
244,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Untrained,No-Music,28.57142857142857
245,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Untrained,Music,14.285714285714285
246,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Trained,No-Music,7.6923076923076925
247,RIneOAfWA6POfHcHOoYEDG1BF6T2,Interval,Expert,Trained,Music,7.142857142857142
248,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Untrained,No-Music,7.6923076923076925
249,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Untrained,Music,28.57142857142857
250,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Trained,No-Music,0.0
251,RIneOAfWA6POfHcHOoYEDG1BF6T2,Melody,Expert,Trained,Music,7.142857142857142
