,User ID,Skill,Training,Background,Recognized,Target,Correct
36,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-5-3,1-5-3,True
37,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-3-2,1-3-2,True
38,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-5-3,1-5-3,True
39,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-2-3,1-2-3,True
40,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-5-8,1-5-8,True
41,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,No-Music,1-5-8,1-5-8,True
42,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-8,1-5-8,True
43,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-4-1,1-4-1,True
44,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-4-1,1-4-1,True
45,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-8,1-5-8,True
46,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-2-3,1-2-3,True
47,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-3-5,1-3-5,True
48,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-3,1-5-3,True
49,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-3-2,1-3-2,True
50,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-1,1-5-1,True
51,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-1,1-5-1,True
52,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-3-2,1-3-2,True
53,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-3-5,1-3-5,True
54,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-2-3,1-2-3,True
55,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,Trained,Music,1-5-3,1-5-3,True
56,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-8,1-5-8,True
57,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-3-2,1-3-2,True
58,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-1,1-5-1,True
59,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-3-5,1-3-5,True
60,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-2-3,1-2-3,True
61,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-8,1-5-8,True
62,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-4-1,1-4-1,True
63,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-4-1,1-4-1,True
64,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-3,1-5-3,True
65,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-3-2,1-3-2,True
66,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-1,1-5-1,True
67,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-2-3,1-2-3,True
68,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-5-3,1-5-3,True
69,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,No-Music,1-3-5,1-3-5,True
70,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-5-1,1-5-1,True
71,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-4-1,1-4-1,True
72,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-3-2,1-3-2,True
73,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-5-8,1-5-8,True
74,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-2-3,1-2-3,True
75,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-2-3,1-2-3,True
76,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-5-3,1-5-3,True
77,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-4-1,1-4-1,True
78,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-5-8,1-5-8,True
79,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-3-5,1-3-5,True
80,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-3-2,1-3-2,True
81,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-5-1,1-5-1,True
82,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Untrained,Music,1-3-5,1-3-5,True
83,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-3-2,1-3-2,True
84,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-3,1-5-3,True
85,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-3-5,1-3-5,True
86,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-1,1-5-1,True
87,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-3-5,1-3-5,True
88,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-2-3,1-2-3,True
89,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-1,1-5-1,True
90,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-8,1-5-8,True
91,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-4-1,1-4-1,True
92,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-8,1-5-8,True
93,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-5-3,1-5-3,True
94,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-4-1,1-4-1,True
95,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-2-3,1-2-3,True
96,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,No-Music,1-3-2,1-3-2,True
97,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-2-3,1-2-3,True
98,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-3-2,1-3-2,True
99,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-3-2,1-3-2,True
100,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-8,1-5-8,True
101,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-2-3,1-2-3,True
102,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-4-1,1-4-1,True
103,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-3-5,1-3-5,True
104,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-1,1-5-1,True
105,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-3,1-5-3,True
106,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-3-5,1-3-5,True
107,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-8,1-5-8,True
108,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-4-1,1-4-1,True
109,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-1,1-5-1,True
110,ND7YXptQpfcoYks37w3hh28VzIJ2,Expert,Trained,Music,1-5-3,1-5-3,True
111,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-3,1-5-3,True
112,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-2-3,1-2-3,True
113,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-4-1,1-4-1,True
114,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-1,1-5-1,True
115,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-3-2,1-3-2,True
116,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-8,1-5-8,True
117,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-1,1-5-1,True
118,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-3-5,1-3-5,True
119,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-2-3,1-2-3,True
120,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-3-2,1-3-2,True
121,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-8,1-5-8,True
122,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,No-Music,1-5-3,1-3-5,False
123,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-1,1-5-1,True
124,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-1,1-5-1,True
125,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-3-5,1-3-5,True
126,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-2-3,1-5-3,False
127,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-3-2,1-3-2,True
128,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-3,1-5-3,True
129,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-2-3,1-2-3,True
130,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-4-1,1-4-1,True
131,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-8,1-5-8,True
132,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-2-3,1-3-2,False
133,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-3,1-4-1,False
134,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-3-5,1-3-5,True
135,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-5-8,1-5-8,True
136,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Untrained,Music,1-2-3,1-2-3,True
137,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-4-1,1-5-3,False
138,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-5-8,1-5-8,True
139,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-3-2,1-3-2,True
140,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-2-3,1-2-3,True
141,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-4-1,1-4-1,True
142,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-5-1,1-5-1,True
143,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-3-5,1-3-5,True
144,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-4-1,1-4-1,True
145,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-5-1,1-5-1,True
146,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-5-8,1-5-8,True
147,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-4-1,1-3-2,False
148,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-5-3,1-5-3,True
149,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-2-3,1-2-3,True
150,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,No-Music,1-3-5,1-3-5,True
151,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-5-8,1-5-8,True
152,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-3-2,1-3-2,True
153,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-5-1,1-5-1,True
154,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-4-1,1-5-1,False
155,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-2-3,1-2-3,True
156,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-4-1,1-4-1,True
157,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-3-2,1-3-2,True
158,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-2-3,1-2-3,True
159,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-5-3,1-5-3,True
160,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-3-5,1-3-5,True
161,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-3-5,1-3-5,True
162,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-3-5,1-4-1,False
163,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-5-8,1-5-8,True
164,4skkbqCgsCUeDAYAwThCrw5UMRG2,Expert,Trained,Music,1-5-3,1-5-3,True
165,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-3,1-5-3,True
166,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-3,1-5-3,True
167,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-3-5,1-3-5,True
168,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-3-2,1-3-2,True
169,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-8,1-5-8,True
170,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-2-3,1-2-3,True
171,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-2-3,1-2-3,True
172,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-8,1-5-8,True
173,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-1,1-5-1,True
174,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-4-1,1-4-1,True
175,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-3-5,1-3-5,True
176,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-4-1,1-4-1,True
177,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-5-1,1-5-1,True
178,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,No-Music,1-3-2,1-3-2,True
179,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-5-3,1-5-3,True
180,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-5-1,1-5-1,True
181,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-2-3,1-2-3,True
182,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-5-8,1-5-8,True
183,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-3-2,1-3-2,True
184,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-2-3,1-3-5,False
185,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-4-1,1-4-1,True
186,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,,1-2-3,False
187,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-4-1,1-5-3,False
188,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-4-1,1-5-8,False
189,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-3-5,1-3-5,True
190,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-5-1,1-5-1,True
191,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-3-2,1-3-2,True
192,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Untrained,Music,1-4-1,1-4-1,True
193,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-2-3,1-2-3,True
194,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-4-1,1-4-1,True
195,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-2-3,1-2-3,True
196,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-8,1-5-8,True
197,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-3,1-5-3,True
198,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-2-3,1-3-5,False
199,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-3,1-5-3,True
200,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-1,1-5-1,True
201,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-3-2,1-3-2,True
202,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-3,1-4-1,False
203,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-4-1,1-5-8,False
204,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-3-5,1-3-5,True
205,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-5-1,1-5-1,True
206,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,No-Music,1-3-2,1-3-2,True
207,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,,1-5-3,False
208,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-3-2,1-3-2,True
209,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-5-1,1-5-1,True
210,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-5-3,1-5-3,True
211,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-5-8,1-5-8,True
212,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-2-3,1-2-3,True
213,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-2-3,1-2-3,True
214,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-5-8,1-5-8,True
215,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-5-1,1-5-1,True
216,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-3-2,1-3-2,True
217,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-4-1,1-4-1,True
218,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-4-1,1-4-1,True
219,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-3-5,1-3-5,True
220,eDAQuX1FHxaGiWXOPiR3IVG3sZK2,Intermediate,Trained,Music,1-3-5,1-3-5,True
221,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-3-2,1-3-2,True
222,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-3,1-5-3,True
223,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-3-5,1-3-5,True
224,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-4-1,1-4-1,True
225,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-8,1-5-8,True
226,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-8,1-5-8,True
227,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-3-2,1-3-2,True
228,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-3,1-5-3,True
229,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-1,1-5-1,True
230,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-5-1,1-5-1,True
231,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-2-3,1-2-3,True
232,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-2-3,1-2-3,True
233,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,No-Music,1-4-1,1-4-1,True
234,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-2-3,1-2-3,True
235,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-1,1-5-1,True
236,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-8,1-5-8,True
237,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-3-5,1-3-5,True
238,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-4-1,1-4-1,True
239,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-3-2,1-3-2,True
240,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-1,1-5-1,True
241,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-3-5,1-3-5,True
242,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-3,1-5-3,True
243,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-3,1-5-3,True
244,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-4-1,1-4-1,True
245,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-5-8,1-5-8,True
246,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-3-2,1-3-2,True
247,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Untrained,Music,1-2-3,1-2-3,True
248,ttJ0IFZj6ofNkXKH9LRAjBxI3M53,Expert,Trained,No-Music,1-3-2,1-3-2,True
