,User ID,Skill,Background,Training,Success,Recognized pitch,Time,Semitones from target
46,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6128858771646768,-0.35154842062753744
47,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6236850597069342,-0.3267157903125444
48,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6346133161234807,-0.31431281976369263
49,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6452404000983003,-0.27432239777592926
50,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6560180703452727,-0.18625854157464516
51,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6669248144665341,-0.14239403093688097
52,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6775088737994942,-0.12050338287948037
53,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6882650316998922,0.02846599377694048
54,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.6992148004630131,0.0333420732233094
55,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.709626761331114,0.001526806927024893
56,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.720511993105801,-0.0144027784705969
57,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.7313972248804881,-0.02237307102034336
58,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.7419597719694525,-0.026359593735342912
59,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.7527159298698505,0.0059587023213794055
60,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8067333548251334,0.23213869968006406
61,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8174034634931018,0.3441301513558912
62,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8281165967516403,0.3296811788342069
63,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8387651930730343,0.2876680301147019
64,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8496289125524362,0.16339168982302255
65,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8602775088738303,-0.000850296488724922
66,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8710766914160877,-0.1172433052799633
67,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8818113369699113,-0.03933876474707887
68,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.8923953963541608,-0.06896418073716504
69,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9031945788964182,-0.1514964906017262
70,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9141228353129647,-0.15907927425587687
71,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9249220178552221,-0.16287191191542405
72,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9357212003974795,-0.13072635711419167
73,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9461761858561506,-0.14868654305188045
74,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9571044422726971,-0.15767362795946127
75,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9677100139522317,-0.162168920515807
76,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9784661718526296,-0.09613251095208852
77,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,0.9894159406157506,-0.09738639985223685
78,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,32,1.0,-0.13199123595075335
79,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.0,-0.9090403670944838
80,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.02299171557855275,-0.7534926855664601
81,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.04607651493689319,-0.7075440335337291
82,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.06958019174813668,-0.5265910217895353
83,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.09266499121744173,-0.3404106945999317
84,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.11612212602782677,-0.3755741309504934
85,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.13925346738702565,-0.3931826683737363
86,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.162617518417623,-0.3064816313648109
87,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.18588848555746806,-0.23118342520123392
88,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.2089732849158085,-0.22569716085771674
89,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.23224425205565355,-0.22295468052024603
90,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.25556176119635704,-0.22158360324985082
91,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.27901889600674207,-0.2527528090856066
92,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.30201061158529485,-0.26835848122842165
93,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.32528157872513985,-0.2121940828065867
94,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.34850600397509107,-0.1519789296827483
95,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.37182351300482996,-0.12194971074860916
96,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.395094480144675,-0.10695461147869167
97,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.4185050730651662,-0.09946192954002697
98,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.44214837565705584,-0.06344078052763891
99,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.46527971701625476,-0.013034882653197855
100,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.4884110583754536,0.012113137994099077
101,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.5119147351866972,-0.0076793160227417445
102,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.5352787862172945,-0.04977459999688705
103,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.5581774179050949,-0.006220309915480726
104,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.5817276366062323,0.01551581380699929
105,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.6046262682940327,-0.0059759483397989754
106,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.6284091966665685,-0.01673184275676931
107,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.651307828354369,-0.02211229693136474
108,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.6746718793849663,-0.024803151214765506
109,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.6978032207441652,0.006238544790900136
110,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7210741878840102,-0.010619723451696927
111,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7446709484750414,-0.05124832046303496
112,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7674299543821957,-0.006955303008307823
113,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7909336311934392,0.015148782273659123
114,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.8143907661147889,0.026190250628008727
115,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.8375686493638816,-0.032790306656206525
116,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.8611188680650189,0.002252581907498552
117,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.8838313319713148,0.01974746242344949
118,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.9072419250027706,0.028488277390305683
119,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.9309783114854125,0.0005195556051802441
120,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.9538304011723545,-0.013481767743378725
121,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.9771013683121995,0.07719196638087666
122,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,1.0,0.02492789998655809
123,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.0,0.006318487508742976
124,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.08772569784117965,-0.09551910314520384
125,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.17891665166683476,-0.24701819532825553
126,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.2701076054924899,-0.2730901024558321
127,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.3618457049541325,-0.2861407946572072
128,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.4530366587797876,-0.2673874095985802
129,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.542586175262648,-0.25801832946427083
130,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.6346890386265597,-0.303749202613929
131,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.7260623746207655,-0.35173529199923337
132,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.8181652379846772,-0.3254483855391115
133,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.9089914279080632,-0.236052255528989
134,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,1.0,-0.21699529389896455
135,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.0,0.13555361614510275
136,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.13244650074792316,0.3425353872112247
137,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.2781954888980599,0.21055254069499085
138,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.42134181627465256,0.029972030435825303
139,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.5668016195113569,-0.1175844129261101
140,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.711393869386703,-0.13503936820123386
141,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,0.8574320417608026,-0.2005997401308477
142,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,29,1.0,-0.3178315537152905
143,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.0,0.45025391150629446
144,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.053644963881673585,0.15928335654616887
145,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.10895937684515017,0.011943399204923821
146,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.16505286609987185,0.0832726705142619
147,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.22058987206197408,0.021639703123277343
148,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.2760155815247635,-0.10500093344989381
149,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.3312186979889273,-0.12082387640229797
150,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.387757373506252,-0.1287407743148563
151,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.4430717864697286,-0.2751570553978553
152,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.49838619943320517,-0.3015383069507749
153,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.5541457986592848,-0.31474402336895935
154,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.6101279911493419,-0.27361065359174574
155,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.6665553701673539,-0.2530805599097192
156,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.7215358933675402,-0.29047970690091063
157,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.7770728993296424,-0.26150303564924826
158,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.8326099055570965,-0.294699539779522
159,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.8885920980471536,-0.31132169282624744
160,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,0.9443516972732332,-0.31963875798838615
161,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,38,1.0,-0.22790828674135355
162,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.0,-1.2127383333824895
163,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.06903945105617552,-1.0494131551586463
164,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.14122355626898858,-0.5409752775490304
165,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.21197827325976573,-0.37896417356409273
166,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.28373356207412653,-0.34120512020084703
167,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.3550600341492424,-0.23677041844560875
168,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.42681532296360325,-0.22761035944983377
169,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.4988564894905298,-0.18022146382823223
170,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.568896512370289,-0.24176507189045537
171,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.6412235562689886,-0.3148204077185781
172,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.7128359063974629,-0.35146400753573204
173,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.7841623784725787,-0.3274795337184102
174,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.8550600344900352,-0.3154997458237716
175,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,0.927101200676169,-0.2669094471335143
176,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,36,1.0,-0.2426653439167339
177,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.0,0.42225057686814793
178,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.06956770671524057,0.5553207208098172
179,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.21285428008586185,0.28299573124073163
180,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.28643000276545755,0.24805093325679906
181,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.35571142289425034,0.28272360797840435
182,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.42728313776230875,0.11964847685023372
183,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.49871170899586276,0.012099541319685159
184,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.5731462924586435,0.06080230216308635
185,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.6424277125874363,0.059284611784676144
186,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.7139994274554947,-0.018244164737865276
187,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.7854279990303292,-0.1581528078302128
188,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.856427140042931,-0.22853342523601938
189,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,0.9287145720596699,-0.18777653611229894
190,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,27,1.0,-0.2684997869677552
191,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.0,0.4681311464769564
192,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.060989355100417926,0.42874013860533466
193,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.12385723243001556,0.10294237198360179
194,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.18609893568321997,-0.06228490805147402
195,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.2500939261711756,-0.031013478472111444
196,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.3110832812715935,-0.09190227886402624
197,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.3735754542150718,-0.19805846272878824
198,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.43669380093636034,-0.21357442627788004
199,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.49918597387983865,-0.14493753422534894
200,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.561427677133043,-0.14897128997286302
201,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.6236693800876644,-0.15098852034907395
202,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.6864120227214165,-0.19000235563608925
203,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.7490294303607403,-0.20954229241972655
204,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.8120225423861834,-0.18125106053946638
205,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.8747651847213526,-0.1671227629422063
206,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,0.9380087664370695,-0.1600629354885612
207,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,34,1.0,-0.1565341010702639
208,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.0,-0.0919724889884499
209,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.06951411781092921,-0.059703438656768526
210,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.14089150090872385,-0.07583044540345796
211,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.21226888366479774,-0.019210596373170574
212,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.2846495630349405,0.009030038696185017
213,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.355310305401211,0.05567099582220436
214,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.4272610006058159,0.046450295451752055
215,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.4989250395861553,0.07434089565019875
216,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.5703024223422292,-0.008616083381056683
217,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.641679805098303,-0.018052680342520944
218,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7132005161373701,-0.022772908409269377
219,4g4XbueBXPakEKcHYSqqot76sGg1,Expert,No-Music,Untrained,True,31,0.7861545076143232,0.007251877433631648
