,User ID,Technique,Skill,Metric,Background,Training,Time,Success
45,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Untrained,1349.0999999046326,True
46,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Untrained,2450.4000000953674,True
47,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Untrained,1151.0,True
48,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Untrained,2900.0,True
49,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Untrained,1348.9000000953674,True
50,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Untrained,2700.2000000476837,True
51,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Untrained,1499.0,True
52,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Untrained,5300.099999904633,True
53,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Untrained,1498.1000001430511,True
54,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,4242.299999952316,True
55,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,1050.0,True
56,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2350.4000000953674,True
57,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,700.3999998569489,True
58,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2700.5,True
59,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,949.7999999523163,True
60,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2299.699999809265,True
61,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,749.9000000953674,True
62,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,3000.100000143051,True
63,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,849.8999998569489,True
64,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2849.7999999523163,True
65,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,749.5,True
66,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2800.2000000476837,True
67,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,1349.8999998569489,True
68,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2550.5,True
69,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,1100.0,True
70,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,3048.4000000953674,True
71,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,999.5,True
72,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,4250.200000047684,True
73,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,2597.7999999523163,True
74,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,3051.2999999523163,True
75,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,648.5,True
76,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,2898.5,True
77,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,1000.0,True
78,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,3001.9000000953674,True
79,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,950.1999998092651,True
80,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,No-Music,Trained,3099.0,True
81,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,No-Music,Trained,1199.0,True
82,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,4992.899999856949,True
83,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,1100.0,True
84,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2799.7999999523163,True
85,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,1199.7000000476837,True
86,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2500.0,True
87,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,949.8999998569489,True
88,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2499.5999999046326,True
89,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,849.7000000476837,True
90,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2750.300000190735,True
91,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,899.8000001907349,True
92,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2599.899999856949,True
93,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,849.3000001907349,True
94,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2751.2999999523163,True
95,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,650.0,True
96,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2599.0,True
97,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,799.2999999523163,True
98,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2949.899999856949,True
99,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,1049.7000000476837,True
100,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2501.5,True
101,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,899.5999999046326,True
102,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2798.399999856949,True
103,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,1101.2999999523163,True
104,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2550.2000000476837,True
105,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,999.7000000476837,True
106,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2999.7000000476837,True
107,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,1249.3000001907349,True
108,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Total time,Music,Trained,2250.5,True
109,4g4XbueBXPakEKcHYSqqot76sGg1,Pitch,Expert,Sing time,Music,Trained,949.8000001907349,True
110,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,4934.599999904633,False
111,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,2100.2000000476837,False
112,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,1300.2000000476837,False
113,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,698.8999998569489,False
114,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,2949.9000000953674,True
115,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1199.2000000476837,True
116,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,4049.399999856949,True
117,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,2999.2000000476837,True
118,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3399.7000000476837,True
119,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1701.0999999046326,True
120,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3400.600000143051,True
121,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1748.9000000953674,True
122,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,2901.7999999523163,True
123,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1498.5,True
124,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3298.399999856949,True
125,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1549.5999999046326,True
126,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3200.800000190735,True
127,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1349.5999999046326,True
128,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,2999.699999809265,True
129,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1451.2000000476837,True
130,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3199.100000143051,True
131,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1547.7999999523163,True
132,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3550.7999999523163,True
133,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1599.6000001430511,True
134,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,3149.5,True
135,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1497.9000000953674,True
136,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Untrained,2651.2000000476837,True
137,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Untrained,1550.6000001430511,True
138,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,5391.199999809265,True
139,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,1399.7000000476837,True
140,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,2749.4000000953674,True
141,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,1500.4000000953674,True
142,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,2600.100000143051,False
143,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,1299.7000000476837,False
144,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,2750.0,True
145,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,1500.2999999523163,True
146,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,3299.899999856949,True
147,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2150.0,True
148,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,5049.0,True
149,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,4449.899999856949,True
150,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4450.400000095367,True
151,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2300.100000143051,True
152,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4000.0,True
153,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2199.7999999523163,True
154,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4449.600000143051,True
155,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2649.7999999523163,True
156,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,3400.5999999046326,True
157,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2150.100000143051,True
158,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4150.100000143051,True
159,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2349.7000000476837,True
160,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,3899.7999999523163,True
161,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2150.0,True
162,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4300.399999856949,True
163,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2500.0999999046326,True
164,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Untrained,4549.399999856949,True
165,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Untrained,2999.800000190735,True
166,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,4142.299999952316,True
167,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1900.2999999523163,True
168,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3092.5,True
169,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1699.7999999523163,True
170,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,2849.7999999523163,True
171,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1600.1000001430511,True
172,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3150.4000000953674,True
173,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1800.0,True
174,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3250.5999999046326,True
175,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1849.9000000953674,True
176,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,2798.9000000953674,True
177,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1549.6000001430511,True
178,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,2850.2000000476837,True
179,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1499.5,True
180,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3350.0,True
181,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,2000.0,True
182,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,2950.199999809265,True
183,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1598.6000001430511,True
184,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3450.100000143051,True
185,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,2049.9000000953674,True
186,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,3149.7000000476837,True
187,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1349.7999999523163,True
188,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,4400.199999809265,True
189,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,2999.9000000953674,True
190,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,4101.100000143051,True
191,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1800.0999999046326,True
192,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,No-Music,Trained,2798.7000000476837,True
193,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,No-Music,Trained,1398.5,True
194,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,5099.200000047684,True
195,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2450.0,True
196,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3700.0,True
197,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2099.2999999523163,True
198,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,4101.0,True
199,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2349.7000000476837,True
200,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,4248.899999856949,True
201,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2449.7999999523163,True
202,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3700.0,True
203,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2199.9000000953674,True
204,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3800.9000000953674,True
205,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2000.4000000953674,True
206,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,4150.300000190735,True
207,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2300.0,True
208,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3750.0999999046326,True
209,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2149.7000000476837,True
210,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3699.7999999523163,True
211,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2149.7999999523163,True
212,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3499.100000143051,True
213,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,1700.0,True
214,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3900.0999999046326,True
215,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2399.899999856949,True
216,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,3750.7999999523163,True
217,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,1998.2000000476837,True
218,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,4298.5,True
219,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,2799.7000000476837,True
220,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Total time,Music,Trained,4700.400000095367,True
221,4g4XbueBXPakEKcHYSqqot76sGg1,Interval,Expert,Sing time,Music,Trained,3150.5,True
222,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,7042.5,True
223,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,4899.200000047684,True
224,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,4750.200000047684,True
225,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2650.0,True
226,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,6302.200000047684,True
227,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,4348.900000095367,True
228,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,4598.5,True
229,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2849.5,True
230,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,4448.299999952316,True
231,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2446.5,True
232,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,4600.099999904633,True
233,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2899.9000000953674,True
234,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,3951.600000143051,True
235,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2599.699999809265,True
236,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,3698.2000000476837,True
237,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Sing time,No-Music,Untrained,2300.0999999046326,True
238,4g4XbueBXPakEKcHYSqqot76sGg1,Melody,Expert,Total time,No-Music,Untrained,2551.0,False
